id,image_id,category_id,area,bbox
87,26,8,440.0,"[214.0, 138.0, 22.0, 20.0]"
89,27,8,1040.0,"[138.0, 187.0, 40.0, 26.0]"
90,27,232,4770.0,"[339.0, 157.0, 106.0, 45.0]"
91,28,8,1102.0,"[95.0, 137.0, 38.0, 29.0]"
92,28,63,15768.0,"[361.0, 245.0, 146.0, 108.0]"
93,29,187,240.0,"[185.0, 189.0, 16.0, 15.0]"
95,29,232,26741.0,"[303.0, 105.0, 187.0, 143.0]"
96,29,8,529.0,"[520.0, 117.0, 23.0, 23.0]"
98,29,187,1230.0,"[94.0, 232.0, 41.0, 30.0]"
100,30,49,150.0,"[461.0, 65.0, 15.0, 10.0]"
102,30,195,360.0,"[482.0, 49.0, 20.0, 18.0]"
104,30,231,247.0,"[433.0, 190.0, 19.0, 13.0]"
106,30,49,273.0,"[491.0, 173.0, 21.0, 13.0]"
107,30,8,154.0,"[411.0, 200.0, 14.0, 11.0]"
108,30,8,304.0,"[381.0, 117.0, 19.0, 16.0]"
109,30,195,648.0,"[505.0, 224.0, 27.0, 24.0]"
110,30,49,195.0,"[371.0, 121.0, 13.0, 15.0]"
113,30,49,216.0,"[350.0, 223.0, 18.0, 12.0]"
117,31,187,234.0,"[243.0, 133.0, 18.0, 13.0]"
118,31,49,437.0,"[121.0, 187.0, 19.0, 23.0]"
119,31,8,221.0,"[200.0, 224.0, 17.0, 13.0]"
121,32,8,990.0,"[347.0, 253.0, 30.0, 33.0]"
122,32,74,868.0,"[126.0, 267.0, 28.0, 31.0]"
124,32,143,2058.0,"[419.0, 69.0, 42.0, 49.0]"
125,32,8,870.0,"[100.0, 117.0, 30.0, 29.0]"
126,32,74,1008.0,"[108.0, 247.0, 36.0, 28.0]"
128,32,74,1026.0,"[165.0, 223.0, 38.0, 27.0]"
130,33,8,304.0,"[322.0, 219.0, 19.0, 16.0]"
131,33,187,240.0,"[245.0, 132.0, 15.0, 16.0]"
136,33,49,288.0,"[222.0, 260.0, 18.0, 16.0]"
138,33,8,280.0,"[460.0, 268.0, 20.0, 14.0]"
141,33,49,322.0,"[248.0, 234.0, 23.0, 14.0]"
153,34,187,624.0,"[307.0, 88.0, 24.0, 26.0]"
154,34,187,266.0,"[349.0, 307.0, 14.0, 19.0]"
155,34,8,713.0,"[365.0, 236.0, 31.0, 23.0]"
156,34,187,288.0,"[193.0, 300.0, 16.0, 18.0]"
157,34,187,704.0,"[391.0, 287.0, 22.0, 32.0]"
158,34,187,1804.0,"[575.0, 278.0, 41.0, 44.0]"
159,34,187,396.0,"[295.0, 340.0, 18.0, 22.0]"
161,34,187,288.0,"[235.0, 260.0, 16.0, 18.0]"
162,34,187,480.0,"[158.0, 338.0, 20.0, 24.0]"
163,34,49,500.0,"[284.0, 215.0, 20.0, 25.0]"
165,34,49,660.0,"[467.0, 248.0, 22.0, 30.0]"
166,34,187,625.0,"[91.0, 258.0, 25.0, 25.0]"
167,35,8,720.0,"[176.0, 213.0, 30.0, 24.0]"
168,35,63,7844.0,"[303.0, 375.0, 106.0, 74.0]"
169,35,8,1333.0,"[178.0, 160.0, 43.0, 31.0]"
170,36,8,864.0,"[336.0, 287.0, 32.0, 27.0]"
171,36,63,14800.0,"[59.0, 391.0, 185.0, 80.0]"
172,36,49,806.0,"[317.0, 418.0, 31.0, 26.0]"
173,37,63,7565.0,"[458.0, 304.0, 89.0, 85.0]"
174,37,8,357.0,"[276.0, 249.0, 21.0, 17.0]"
175,37,231,2666.0,"[542.0, 266.0, 62.0, 43.0]"
185,38,49,580.0,"[287.0, 182.0, 29.0, 20.0]"
186,38,63,1666.0,"[280.0, 295.0, 34.0, 49.0]"
190,38,8,400.0,"[243.0, 224.0, 20.0, 20.0]"
192,39,8,38646.0,"[167.0, 114.0, 171.0, 226.0]"
195,40,8,1720.0,"[356.0, 202.0, 43.0, 40.0]"
197,40,74,6156.0,"[622.0, 211.0, 81.0, 76.0]"
198,40,187,525.0,"[295.0, 150.0, 25.0, 21.0]"
199,40,8,2491.0,"[30.0, 229.0, 53.0, 47.0]"
200,40,138,2835.0,"[129.0, 281.0, 63.0, 45.0]"
201,40,74,1435.0,"[311.0, 193.0, 41.0, 35.0]"
205,40,74,7410.0,"[537.0, 205.0, 95.0, 78.0]"
208,41,8,3245.0,"[300.0, 139.0, 59.0, 55.0]"
209,41,8,1080.0,"[300.0, 121.0, 36.0, 30.0]"
210,41,195,4293.0,"[513.0, 72.0, 81.0, 53.0]"
211,42,8,1178.0,"[302.0, 118.0, 38.0, 31.0]"
212,42,8,2912.0,"[306.0, 140.0, 56.0, 52.0]"
214,42,195,4284.0,"[514.0, 73.0, 84.0, 51.0]"
216,43,195,2691.0,"[450.0, 87.0, 69.0, 39.0]"
217,43,8,810.0,"[267.0, 133.0, 30.0, 27.0]"
218,43,8,2346.0,"[270.0, 150.0, 51.0, 46.0]"
219,44,8,2070.0,"[292.0, 149.0, 46.0, 45.0]"
220,44,8,2025.0,"[295.0, 148.0, 45.0, 45.0]"
221,44,8,750.0,"[289.0, 131.0, 30.0, 25.0]"
222,44,195,2911.0,"[472.0, 87.0, 71.0, 41.0]"
223,44,8,858.0,"[291.0, 131.0, 33.0, 26.0]"
224,44,195,2788.0,"[475.0, 88.0, 68.0, 41.0]"
225,45,8,713.0,"[291.0, 105.0, 31.0, 23.0]"
226,45,195,2680.0,"[475.0, 61.0, 67.0, 40.0]"
227,45,8,1892.0,"[297.0, 120.0, 44.0, 43.0]"
228,45,290,456.0,"[473.0, 217.0, 19.0, 24.0]"
229,45,290,360.0,"[434.0, 216.0, 18.0, 20.0]"
230,46,8,340.0,"[391.0, 245.0, 17.0, 20.0]"
231,46,14,625.0,"[464.0, 238.0, 25.0, 25.0]"
232,46,232,3290.0,"[43.0, 95.0, 70.0, 47.0]"
233,46,8,156.0,"[386.0, 278.0, 12.0, 13.0]"
234,47,8,992.0,"[454.0, 310.0, 31.0, 32.0]"
236,48,8,1292.0,"[362.0, 90.0, 38.0, 34.0]"
240,49,8,3591.0,"[195.0, 396.0, 57.0, 63.0]"
241,49,191,12969.0,"[269.0, 1.0, 99.0, 131.0]"
242,49,136,65632.0,"[362.0, 43.0, 224.0, 293.0]"
244,50,187,513.0,"[482.0, 70.0, 27.0, 19.0]"
245,50,265,3726.0,"[207.0, 78.0, 138.0, 27.0]"
246,50,74,11600.0,"[440.0, 209.0, 116.0, 100.0]"
247,50,8,1295.0,"[384.0, 73.0, 35.0, 37.0]"
248,51,8,1480.0,"[458.0, 11.0, 40.0, 37.0]"
249,51,8,1365.0,"[426.0, 320.0, 39.0, 35.0]"
250,52,31,23552.0,"[373.0, 238.0, 256.0, 92.0]"
251,52,265,10117.0,"[467.0, 148.0, 151.0, 67.0]"
252,52,8,744.0,"[194.0, 92.0, 31.0, 24.0]"
254,52,290,650.0,"[87.0, 197.0, 25.0, 26.0]"
255,52,141,2464.0,"[479.0, 47.0, 44.0, 56.0]"
256,53,232,551.0,"[631.0, 170.0, 29.0, 19.0]"
257,53,8,240.0,"[334.0, 262.0, 16.0, 15.0]"
258,53,232,540.0,"[458.0, 163.0, 30.0, 18.0]"
261,54,8,1938.0,"[298.0, 116.0, 57.0, 34.0]"
262,54,137,1040.0,"[491.0, 200.0, 26.0, 40.0]"
264,54,137,910.0,"[495.0, 172.0, 26.0, 35.0]"
265,54,8,2337.0,"[70.0, 247.0, 57.0, 41.0]"
266,54,8,1026.0,"[641.0, 191.0, 38.0, 27.0]"
269,55,74,1127.0,"[130.0, 93.0, 49.0, 23.0]"
271,55,74,1666.0,"[72.0, 194.0, 49.0, 34.0]"
272,55,8,1911.0,"[236.0, 175.0, 49.0, 39.0]"
275,56,74,2976.0,"[648.0, 432.0, 62.0, 48.0]"
276,56,74,1344.0,"[632.0, 209.0, 48.0, 28.0]"
277,56,74,972.0,"[475.0, 128.0, 36.0, 27.0]"
278,56,8,484.0,"[686.0, 147.0, 22.0, 22.0]"
279,56,74,442.0,"[453.0, 65.0, 26.0, 17.0]"
282,57,8,700.0,"[75.0, 137.0, 35.0, 20.0]"
285,58,8,1443.0,"[138.0, 259.0, 39.0, 37.0]"
287,58,8,837.0,"[207.0, 23.0, 31.0, 27.0]"
291,59,8,1254.0,"[215.0, 7.0, 38.0, 33.0]"
292,59,141,6640.0,"[403.0, 125.0, 80.0, 83.0]"
293,60,8,400.0,"[525.0, 279.0, 20.0, 20.0]"
295,60,141,840.0,"[302.0, 175.0, 30.0, 28.0]"
297,61,187,1470.0,"[603.0, 76.0, 35.0, 42.0]"
298,61,49,594.0,"[282.0, 294.0, 27.0, 22.0]"
300,61,8,360.0,"[462.0, 78.0, 18.0, 20.0]"
305,61,103,1044.0,"[629.0, 213.0, 29.0, 36.0]"
308,61,187,2268.0,"[642.0, 70.0, 54.0, 42.0]"
316,62,8,2116.0,"[425.0, 425.0, 46.0, 46.0]"
317,62,8,2850.0,"[461.0, 395.0, 50.0, 57.0]"
319,63,8,414.0,"[612.0, 175.0, 18.0, 23.0]"
320,63,8,255.0,"[405.0, 162.0, 15.0, 17.0]"
321,63,8,225.0,"[329.0, 40.0, 15.0, 15.0]"
324,63,8,374.0,"[370.0, 231.0, 22.0, 17.0]"
325,63,8,225.0,"[154.0, 298.0, 15.0, 15.0]"
327,63,8,247.0,"[553.0, 187.0, 13.0, 19.0]"
328,63,8,234.0,"[353.0, 223.0, 13.0, 18.0]"
329,63,8,324.0,"[574.0, 250.0, 18.0, 18.0]"
330,63,8,380.0,"[599.0, 195.0, 20.0, 19.0]"
331,63,8,625.0,"[375.0, 161.0, 25.0, 25.0]"
332,63,8,288.0,"[356.0, 178.0, 16.0, 18.0]"
333,63,8,234.0,"[290.0, 284.0, 13.0, 18.0]"
334,64,265,11659.0,"[377.0, 115.0, 89.0, 131.0]"
335,64,8,460.0,"[65.0, 95.0, 23.0, 20.0]"
337,65,191,1386.0,"[313.0, 40.0, 33.0, 42.0]"
341,65,8,374.0,"[161.0, 65.0, 22.0, 17.0]"
342,66,8,169.0,"[131.0, 99.0, 13.0, 13.0]"
343,66,63,16080.0,"[162.0, 56.0, 120.0, 134.0]"
344,67,8,399.0,"[272.0, 159.0, 21.0, 19.0]"
345,67,63,9888.0,"[46.0, 192.0, 96.0, 103.0]"
346,68,8,195.0,"[529.0, 210.0, 15.0, 13.0]"
349,68,208,5633.0,"[197.0, 100.0, 131.0, 43.0]"
350,68,8,320.0,"[155.0, 291.0, 20.0, 16.0]"
351,68,8,216.0,"[280.0, 255.0, 12.0, 18.0]"
352,68,8,208.0,"[149.0, 312.0, 16.0, 13.0]"
353,68,8,270.0,"[197.0, 223.0, 15.0, 18.0]"
354,68,8,342.0,"[593.0, 312.0, 19.0, 18.0]"
356,68,8,468.0,"[72.0, 208.0, 26.0, 18.0]"
358,68,8,378.0,"[615.0, 162.0, 21.0, 18.0]"
359,68,8,224.0,"[529.0, 222.0, 16.0, 14.0]"
361,68,8,320.0,"[218.0, 202.0, 20.0, 16.0]"
362,69,8,910.0,"[307.0, 198.0, 35.0, 26.0]"
363,69,232,638.0,"[411.0, 115.0, 29.0, 22.0]"
364,69,95,1258.0,"[181.0, 79.0, 37.0, 34.0]"
365,69,232,713.0,"[141.0, 132.0, 31.0, 23.0]"
366,70,8,7869.0,"[347.0, 188.0, 129.0, 61.0]"
367,71,26,228.0,"[84.0, 318.0, 19.0, 12.0]"
368,71,8,8775.0,"[346.0, 191.0, 135.0, 65.0]"
369,71,26,160.0,"[266.0, 114.0, 10.0, 16.0]"
370,72,8,8768.0,"[343.0, 192.0, 137.0, 64.0]"
371,73,49,315.0,"[623.0, 95.0, 21.0, 15.0]"
372,73,8,440.0,"[361.0, 175.0, 22.0, 20.0]"
373,73,232,3696.0,"[212.0, 211.0, 66.0, 56.0]"
374,73,49,588.0,"[457.0, 152.0, 28.0, 21.0]"
375,73,11,2196.0,"[390.0, 60.0, 36.0, 61.0]"
379,74,260,2520.0,"[439.0, 157.0, 60.0, 42.0]"
381,74,8,315.0,"[156.0, 270.0, 21.0, 15.0]"
385,75,63,4225.0,"[195.0, 248.0, 65.0, 65.0]"
386,75,69,4592.0,"[218.0, 289.0, 82.0, 56.0]"
388,75,8,484.0,"[127.0, 288.0, 22.0, 22.0]"
390,76,63,4235.0,"[349.0, 285.0, 55.0, 77.0]"
391,76,49,210.0,"[246.0, 243.0, 15.0, 14.0]"
393,76,8,156.0,"[230.0, 250.0, 12.0, 13.0]"
399,77,8,2142.0,"[0.0, 227.0, 51.0, 42.0]"
400,78,7,28359.0,"[1466.0, 909.0, 207.0, 137.0]"
401,78,7,10800.0,"[6.0, 498.0, 180.0, 60.0]"
402,78,7,23100.0,"[3.0, 405.0, 275.0, 84.0]"
403,78,8,32220.0,"[950.0, 341.0, 179.0, 180.0]"
404,79,8,1482.0,"[602.0, 271.0, 38.0, 39.0]"
406,80,164,496.0,"[57.0, 1.0, 16.0, 31.0]"
407,80,95,16340.0,"[2.0, 195.0, 95.0, 172.0]"
408,80,8,648.0,"[664.0, 190.0, 27.0, 24.0]"
409,81,8,2730.0,"[28.0, 266.0, 65.0, 42.0]"
418,82,8,441.0,"[633.0, 200.0, 21.0, 21.0]"
422,82,63,4700.0,"[500.0, 7.0, 94.0, 50.0]"
428,83,8,1476.0,"[348.0, 246.0, 36.0, 41.0]"
430,84,113,1850.0,"[590.0, 35.0, 50.0, 37.0]"
432,84,8,754.0,"[536.0, 156.0, 29.0, 26.0]"
433,85,8,1862.0,"[148.0, 204.0, 49.0, 38.0]"
436,86,8,198.0,"[268.0, 181.0, 18.0, 11.0]"
438,86,95,2310.0,"[261.0, 241.0, 55.0, 42.0]"
439,86,166,646.0,"[365.0, 220.0, 34.0, 19.0]"
440,86,166,658.0,"[587.0, 252.0, 47.0, 14.0]"
441,86,166,700.0,"[569.0, 295.0, 50.0, 14.0]"
442,86,166,817.0,"[402.0, 271.0, 43.0, 19.0]"
443,86,166,576.0,"[482.0, 293.0, 48.0, 12.0]"
444,86,166,560.0,"[524.0, 194.0, 28.0, 20.0]"
445,87,164,189.0,"[524.0, 336.0, 27.0, 7.0]"
446,87,164,816.0,"[151.0, 201.0, 34.0, 24.0]"
447,87,164,403.0,"[291.0, 325.0, 31.0, 13.0]"
448,87,195,806.0,"[408.0, 291.0, 31.0, 26.0]"
449,87,164,210.0,"[189.0, 260.0, 21.0, 10.0]"
450,87,164,294.0,"[180.0, 291.0, 21.0, 14.0]"
451,87,8,168.0,"[376.0, 245.0, 14.0, 12.0]"
452,87,164,216.0,"[285.0, 227.0, 18.0, 12.0]"
454,87,164,532.0,"[421.0, 322.0, 38.0, 14.0]"
455,87,164,374.0,"[457.0, 248.0, 22.0, 17.0]"
457,87,164,432.0,"[219.0, 336.0, 36.0, 12.0]"
459,88,231,1632.0,"[2.0, 42.0, 34.0, 48.0]"
460,88,40,1000.0,"[564.0, 88.0, 40.0, 25.0]"
467,88,63,18156.0,"[340.0, 173.0, 204.0, 89.0]"
468,88,8,440.0,"[651.0, 154.0, 22.0, 20.0]"
469,89,232,1850.0,"[444.0, 325.0, 50.0, 37.0]"
470,89,69,5712.0,"[287.0, 248.0, 102.0, 56.0]"
471,89,8,306.0,"[367.0, 350.0, 17.0, 18.0]"
472,90,8,345.0,"[35.0, 236.0, 23.0, 15.0]"
473,90,113,225.0,"[378.0, 227.0, 15.0, 15.0]"
474,90,113,270.0,"[265.0, 222.0, 18.0, 15.0]"
475,90,232,1221.0,"[388.0, 263.0, 37.0, 33.0]"
476,90,232,576.0,"[356.0, 220.0, 24.0, 24.0]"
477,90,113,182.0,"[239.0, 232.0, 14.0, 13.0]"
478,90,113,255.0,"[326.0, 204.0, 17.0, 15.0]"
479,90,232,600.0,"[341.0, 200.0, 25.0, 24.0]"
481,90,113,180.0,"[414.0, 159.0, 15.0, 12.0]"
482,90,113,234.0,"[235.0, 197.0, 18.0, 13.0]"
483,90,8,238.0,"[315.0, 284.0, 17.0, 14.0]"
484,90,113,216.0,"[182.0, 175.0, 18.0, 12.0]"
485,91,69,34706.0,"[29.0, 228.0, 259.0, 134.0]"
486,91,8,520.0,"[3.0, 318.0, 20.0, 26.0]"
487,91,187,756.0,"[343.0, 283.0, 27.0, 28.0]"
488,91,49,150.0,"[379.0, 187.0, 15.0, 10.0]"
491,91,232,408.0,"[549.0, 192.0, 24.0, 17.0]"
492,91,232,462.0,"[352.0, 95.0, 22.0, 21.0]"
493,91,8,285.0,"[50.0, 289.0, 19.0, 15.0]"
494,91,112,552.0,"[461.0, 311.0, 24.0, 23.0]"
495,91,232,1221.0,"[436.0, 127.0, 37.0, 33.0]"
496,91,232,792.0,"[588.0, 193.0, 33.0, 24.0]"
499,92,8,320.0,"[8.0, 226.0, 20.0, 16.0]"
500,92,112,320.0,"[314.0, 310.0, 20.0, 16.0]"
502,92,141,1512.0,"[363.0, 256.0, 42.0, 36.0]"
503,92,112,121.0,"[151.0, 324.0, 11.0, 11.0]"
506,92,232,1292.0,"[450.0, 263.0, 38.0, 34.0]"
507,92,195,486.0,"[202.0, 226.0, 27.0, 18.0]"
509,93,136,25092.0,"[267.0, 232.0, 306.0, 82.0]"
512,93,8,208.0,"[580.0, 197.0, 13.0, 16.0]"
513,93,69,8976.0,"[291.0, 131.0, 136.0, 66.0]"
514,93,260,1443.0,"[392.0, 195.0, 37.0, 39.0]"
519,94,8,238.0,"[333.0, 191.0, 17.0, 14.0]"
523,95,204,144.0,"[293.0, 303.0, 12.0, 12.0]"
524,95,204,208.0,"[287.0, 284.0, 13.0, 16.0]"
525,95,8,156.0,"[269.0, 301.0, 13.0, 12.0]"
526,95,8,224.0,"[249.0, 303.0, 16.0, 14.0]"
527,95,95,1120.0,"[326.0, 183.0, 35.0, 32.0]"
528,95,284,432.0,"[532.0, 193.0, 27.0, 16.0]"
529,95,95,1634.0,"[561.0, 185.0, 43.0, 38.0]"
530,96,8,24940.0,"[156.0, 245.0, 215.0, 116.0]"
533,97,8,3000.0,"[954.0, 851.0, 60.0, 50.0]"
534,97,63,32277.0,"[1247.0, 838.0, 203.0, 159.0]"
535,98,8,286.0,"[359.0, 312.0, 22.0, 13.0]"
538,99,8,1872.0,"[380.0, 80.0, 52.0, 36.0]"
539,99,8,1850.0,"[391.0, 45.0, 50.0, 37.0]"
540,99,8,1645.0,"[400.0, 105.0, 47.0, 35.0]"
544,100,8,1734.0,"[580.0, 149.0, 51.0, 34.0]"
548,100,8,1680.0,"[429.0, 115.0, 48.0, 35.0]"
554,101,8,1820.0,"[643.0, 191.0, 52.0, 35.0]"
558,102,87,247.0,"[560.0, 57.0, 19.0, 13.0]"
559,102,87,408.0,"[552.0, 84.0, 24.0, 17.0]"
561,102,288,285.0,"[163.0, 45.0, 15.0, 19.0]"
562,102,8,4366.0,"[394.0, 128.0, 74.0, 59.0]"
563,102,288,425.0,"[152.0, 70.0, 17.0, 25.0]"
567,102,8,5696.0,"[377.0, 159.0, 89.0, 64.0]"
570,103,87,399.0,"[558.0, 137.0, 21.0, 19.0]"
572,103,8,5180.0,"[385.0, 216.0, 74.0, 70.0]"
574,103,288,594.0,"[145.0, 121.0, 22.0, 27.0]"
578,104,8,8880.0,"[595.0, 28.0, 111.0, 80.0]"
579,104,8,9265.0,"[604.0, 77.0, 109.0, 85.0]"
580,104,8,7308.0,"[578.0, 2.0, 116.0, 63.0]"
584,105,8,5829.0,"[381.0, 91.0, 87.0, 67.0]"
586,105,8,6674.0,"[371.0, 123.0, 94.0, 71.0]"
587,105,8,5896.0,"[361.0, 187.0, 88.0, 67.0]"
590,105,8,6675.0,"[357.0, 205.0, 89.0, 75.0]"
594,106,265,2257.0,"[435.0, 22.0, 37.0, 61.0]"
595,106,8,483.0,"[232.0, 275.0, 23.0, 21.0]"
597,107,187,980.0,"[244.0, 328.0, 35.0, 28.0]"
599,107,8,210.0,"[379.0, 223.0, 15.0, 14.0]"
600,107,8,324.0,"[456.0, 258.0, 18.0, 18.0]"
603,108,8,1406.0,"[565.0, 296.0, 38.0, 37.0]"
606,109,8,378.0,"[443.0, 143.0, 21.0, 18.0]"
607,109,127,5265.0,"[532.0, 5.0, 65.0, 81.0]"
608,109,127,5312.0,"[456.0, 4.0, 83.0, 64.0]"
609,109,49,616.0,"[201.0, 58.0, 28.0, 22.0]"
610,110,8,650.0,"[448.0, 40.0, 26.0, 25.0]"
613,110,8,690.0,"[481.0, 5.0, 30.0, 23.0]"
615,111,8,437.0,"[248.0, 331.0, 23.0, 19.0]"
617,112,8,806.0,"[597.0, 235.0, 26.0, 31.0]"
618,112,8,2242.0,"[834.0, 264.0, 59.0, 38.0]"
621,112,172,9940.0,"[764.0, 834.0, 70.0, 142.0]"
624,113,8,15120.0,"[131.0, 890.0, 126.0, 120.0]"
627,114,8,3480.0,"[895.0, 270.0, 58.0, 60.0]"
628,114,8,837.0,"[1164.0, 420.0, 27.0, 31.0]"
631,114,8,2632.0,"[1583.0, 363.0, 56.0, 47.0]"
633,114,49,729.0,"[1055.0, 660.0, 27.0, 27.0]"
634,114,8,1216.0,"[836.0, 306.0, 38.0, 32.0]"
635,114,8,1845.0,"[1330.0, 266.0, 41.0, 45.0]"
636,114,8,1312.0,"[1086.0, 381.0, 32.0, 41.0]"
639,114,187,3422.0,"[1560.0, 603.0, 58.0, 59.0]"
640,114,8,2550.0,"[806.0, 388.0, 51.0, 50.0]"
641,114,8,21504.0,"[238.0, 313.0, 128.0, 168.0]"
644,115,187,11543.0,"[548.0, 644.0, 119.0, 97.0]"
645,115,187,5796.0,"[549.0, 602.0, 84.0, 69.0]"
648,115,187,9393.0,"[634.0, 715.0, 93.0, 101.0]"
649,115,187,9282.0,"[761.0, 476.0, 91.0, 102.0]"
650,115,187,9555.0,"[533.0, 727.0, 91.0, 105.0]"
653,115,187,11050.0,"[1220.0, 810.0, 85.0, 130.0]"
654,115,187,4818.0,"[1226.0, 647.0, 73.0, 66.0]"
656,115,8,7569.0,"[850.0, 845.0, 87.0, 87.0]"
657,115,49,6840.0,"[665.0, 582.0, 76.0, 90.0]"
658,115,191,2340.0,"[628.0, 590.0, 52.0, 45.0]"
659,115,187,5840.0,"[664.0, 484.0, 73.0, 80.0]"
662,116,265,11252.0,"[458.0, 345.0, 116.0, 97.0]"
663,116,8,3869.0,"[420.0, 3.0, 73.0, 53.0]"
664,116,141,34932.0,"[1286.0, 915.0, 213.0, 164.0]"
667,117,187,3192.0,"[1455.0, 198.0, 56.0, 57.0]"
669,117,8,3519.0,"[399.0, 946.0, 69.0, 51.0]"
672,118,8,4620.0,"[1222.0, 583.0, 70.0, 66.0]"
673,118,265,52628.0,"[274.0, 718.0, 223.0, 236.0]"
674,119,8,775.0,"[273.0, 14.0, 31.0, 25.0]"
676,119,8,899.0,"[375.0, 323.0, 29.0, 31.0]"
678,119,8,380.0,"[416.0, 68.0, 19.0, 20.0]"
680,120,8,110.0,"[230.0, 219.0, 10.0, 11.0]"
681,120,141,2065.0,"[288.0, 295.0, 59.0, 35.0]"
682,120,8,169.0,"[214.0, 261.0, 13.0, 13.0]"
683,121,141,2277.0,"[469.0, 227.0, 69.0, 33.0]"
684,121,8,132.0,"[424.0, 240.0, 11.0, 12.0]"
685,121,8,120.0,"[411.0, 254.0, 10.0, 12.0]"
686,121,8,210.0,"[166.0, 307.0, 14.0, 15.0]"
688,121,8,110.0,"[346.0, 161.0, 10.0, 11.0]"
689,121,8,144.0,"[364.0, 226.0, 12.0, 12.0]"
693,121,8,196.0,"[346.0, 322.0, 14.0, 14.0]"
694,121,8,156.0,"[248.0, 335.0, 13.0, 12.0]"
695,121,8,110.0,"[311.0, 167.0, 11.0, 10.0]"
696,121,8,110.0,"[362.0, 176.0, 10.0, 11.0]"
697,122,8,420.0,"[668.0, 130.0, 21.0, 20.0]"
698,122,8,475.0,"[71.0, 131.0, 25.0, 19.0]"
699,122,8,816.0,"[622.0, 285.0, 34.0, 24.0]"
700,122,8,990.0,"[229.0, 68.0, 45.0, 22.0]"
701,122,8,400.0,"[97.0, 237.0, 20.0, 20.0]"
702,122,8,272.0,"[349.0, 109.0, 17.0, 16.0]"
703,122,141,12183.0,"[216.0, 128.0, 131.0, 93.0]"
