width,height,file_name,flickr_url,coco_url,date_captured,id_file,categories,label_count
1600,900,c0a407c4-3db3-44c0-8650-41053471d5fd.png,https://oer.hpc.msstate.edu/FathomNet/ActiniariaOther093_trimmed.png,https://oer.hpc.msstate.edu/FathomNet/ActiniariaOther093_trimmed.png,,c0a407c4-3db3-44c0-8650-41053471d5fd,[8],1
711,484,e03de4cf-ed6c-4cf2-9808-e69106ccd061.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/0330/02_47_32_02.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/0330/02_47_32_02.png,1991-11-11 21:00:09,e03de4cf-ed6c-4cf2-9808-e69106ccd061,"[8, 100, 191]",3
701,484,67496e27-7012-4d46-9378-e4d6ab9170bc.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/0353/02_14_55_17.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/0353/02_14_55_17.png,1992-01-03 20:00:00,67496e27-7012-4d46-9378-e4d6ab9170bc,[8],1
571,438,ea4d544a-1570-4762-bf9f-e23f70e50cbc.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/0353/02_11_49_05.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/0353/02_11_49_05.png,1992-01-03 20:00:00,ea4d544a-1570-4762-bf9f-e23f70e50cbc,[8],1
706,486,fc2f8dde-6924-4e22-b0e3-e8488635dc72.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/0460/01_16_10_27.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/0460/01_16_10_27.png,1992-10-01 18:35:51,fc2f8dde-6924-4e22-b0e3-e8488635dc72,"[8, 63]",2
709,484,43341363-9ca8-4dd0-b4a7-4601d3b31c8a.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/0696/07_59_04_19.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/0696/07_59_04_19.png,1993-12-30 19:18:40,43341363-9ca8-4dd0-b4a7-4601d3b31c8a,"[8, 62]",2
715,486,b56bd06e-7580-45ca-b236-73ce7dd2cf2e.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/305/02_30_28_10.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/305/02_30_28_10.png,2000-10-31 17:24:34,b56bd06e-7580-45ca-b236-73ce7dd2cf2e,"[232, 8, 101]",3
715,486,2a13bd43-945b-4372-8cce-d7d4f60162eb.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/305/03_21_13_24.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/305/03_21_13_24.png,2000-10-31 18:15:38,2a13bd43-945b-4372-8cce-d7d4f60162eb,[8],1
715,486,d980a5e6-5e46-412c-853c-58fa13e9a9a3.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/305/03_21_32_23.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/305/03_21_32_23.png,2000-10-31 18:16:08,d980a5e6-5e46-412c-853c-58fa13e9a9a3,"[8, 74]",2
715,486,fdf778ae-0fa6-44fe-8a61-ae5fd29f1f5b.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/305/03_50_24_12.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2000/305/03_50_24_12.png,2000-10-31 18:45:00,fdf778ae-0fa6-44fe-8a61-ae5fd29f1f5b,"[8, 74, 187]",3
714,484,52bfe5f0-7dac-41bc-958a-5e18da06984f.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0235/04_32_00_23.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0235/04_32_00_23.png,2000-11-06 20:53:44,52bfe5f0-7dac-41bc-958a-5e18da06984f,"[8, 62]",2
714,486,068b1ae7-b7ef-4c11-a522-9e72d50c31e7.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2001/096/02_00_37_09.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2001/096/02_00_37_09.png,2001-04-06 02:05:39,068b1ae7-b7ef-4c11-a522-9e72d50c31e7,"[8, 11]",2
714,486,aea69270-617d-4b6c-b70a-26c67644c20a.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2001/119/02_37_36_00.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2001/119/02_37_36_00.png,2001-04-29 04:17:39,aea69270-617d-4b6c-b70a-26c67644c20a,[8],1
640,366,38bc8967-8ab9-4e65-8cac-82fb24e111b9.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2001/276/02_54_26_27.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2001/276/02_54_26_27.png,2001-10-03 18:51:51,38bc8967-8ab9-4e65-8cac-82fb24e111b9,"[8, 141, 187]",3
640,366,fa76f66a-ee37-4316-a4b8-edee8e4a7159.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2001/276/04_55_26_18.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2001/276/04_55_26_18.png,2001-10-03 20:54:07,fa76f66a-ee37-4316-a4b8-edee8e4a7159,[8],1
640,366,60cfdb81-621f-4720-baee-2eb8ba2f5e4e.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2001/276/04_55_51_17.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2001/276/04_55_51_17.png,2001-10-03 20:54:33,60cfdb81-621f-4720-baee-2eb8ba2f5e4e,"[8, 265]",2
640,366,feadd764-8fba-4590-b9bb-6d753d3cf84d.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2002/128/00_35_45_12.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2002/128/00_35_45_12.png,2002-05-08 18:50:39,feadd764-8fba-4590-b9bb-6d753d3cf84d,"[8, 232]",2
714,392,b3be0c85-9428-4d04-b706-0d185a3a1ef9.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2220/00_50_18_04.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2220/00_50_18_04.png,2002-08-06 16:59:49,b3be0c85-9428-4d04-b706-0d185a3a1ef9,"[8, 63]",2
640,366,e0db826b-2c5d-4a94-8553-1d88a884b3e5.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/087/01_54_10_16.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/087/01_54_10_16.png,2003-03-28 18:32:06,e0db826b-2c5d-4a94-8553-1d88a884b3e5,"[232, 8, 187]",3
640,366,64166bb0-354a-40f4-badc-132c856f2a8e.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/149/00_54_52_02.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/149/00_54_52_02.png,2003-05-29 18:37:37,64166bb0-354a-40f4-badc-132c856f2a8e,"[195, 231, 8, 49]",4
640,366,8716d1e3-ed1b-4300-ae0b-6ca0db3e79ea.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/149/01_37_27_28.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/149/01_37_27_28.png,2003-05-29 19:20:39,8716d1e3-ed1b-4300-ae0b-6ca0db3e79ea,"[8, 49, 187]",3
640,366,6b8eeab4-ad11-45cf-aa14-c21b756c8e1d.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/149/01_48_03_23.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/149/01_48_03_23.png,2003-05-29 19:31:15,6b8eeab4-ad11-45cf-aa14-c21b756c8e1d,"[8, 74, 143]",3
640,366,c40c37b2-55b1-400f-8b08-45003d4f9a6d.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/149/01_53_15_13.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/149/01_53_15_13.png,2003-05-29 19:36:28,c40c37b2-55b1-400f-8b08-45003d4f9a6d,"[8, 49, 187]",3
640,366,f0406865-5da2-4c7a-bdd6-da723b08ba82.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/149/02_53_10_23.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/149/02_53_10_23.png,2003-05-29 20:36:56,f0406865-5da2-4c7a-bdd6-da723b08ba82,"[8, 49, 187]",3
714,484,758716e3-29fc-4fc8-879a-3edb26c95785.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0602/11_46_51_26.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0602/11_46_51_26.png,2003-07-30 00:40:53,758716e3-29fc-4fc8-879a-3edb26c95785,"[8, 63]",2
714,486,e08112ff-a43a-4511-8bd2-8acb5cd09789.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0602/13_14_52_05.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0602/13_14_52_05.png,2003-07-30 02:09:24,e08112ff-a43a-4511-8bd2-8acb5cd09789,"[8, 49, 63]",3
706,484,dbcc3453-6ac2-4d4e-a225-d1baf0b7188c.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0607/01_21_41_08.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0607/01_21_41_08.png,2003-08-01 15:14:12,dbcc3453-6ac2-4d4e-a225-d1baf0b7188c,"[8, 231, 63]",3
720,368,b78376aa-d988-41c8-b826-b4b8051f35ef.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2427/01_05_12_00.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2427/01_05_12_00.png,2003-09-23 16:49:57,b78376aa-d988-41c8-b826-b4b8051f35ef,"[8, 49, 63]",3
715,486,e13555cf-1ed1-46bb-9828-e03d50f52c3b.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2003/287/00_34_49_17.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2003/287/00_34_49_17.png,2003-10-14 00:29:06,e13555cf-1ed1-46bb-9828-e03d50f52c3b,[8],1
714,486,5a6d7f5d-3ff9-4ef3-a7e1-767d54934584.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2003/289/06_06_35_27.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2003/289/06_06_35_27.png,2003-10-16 20:28:40,5a6d7f5d-3ff9-4ef3-a7e1-767d54934584,"[8, 74, 138, 187]",4
714,422,ecb3a1fd-8cd2-44cc-9659-a9611cb4bb69.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2445/02_12_01_27.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2445/02_12_01_27.png,2003-10-17 18:53:25,ecb3a1fd-8cd2-44cc-9659-a9611cb4bb69,"[8, 195]",2
714,421,0a65df1c-a78a-4c73-bc96-326bbb51dfb8.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2445/02_12_09_15.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2445/02_12_09_15.png,2003-10-17 18:53:33,0a65df1c-a78a-4c73-bc96-326bbb51dfb8,"[8, 195]",2
714,421,ddf7278e-bc82-4a29-80a6-1cf58c9ecc36.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2445/02_12_17_13.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2445/02_12_17_13.png,2003-10-17 18:53:40,ddf7278e-bc82-4a29-80a6-1cf58c9ecc36,"[8, 195]",2
714,421,a5c844ef-79b2-4718-8f62-31d5fd94e80f.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2445/02_12_23_05.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2445/02_12_23_05.png,2003-10-17 18:53:47,a5c844ef-79b2-4718-8f62-31d5fd94e80f,"[8, 195]",2
640,366,ac4c2d30-3171-45fd-a65a-511c35ad00fa.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/290/02_12_28_21.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/290/02_12_28_21.png,2003-10-17 18:53:53,ac4c2d30-3171-45fd-a65a-511c35ad00fa,"[8, 290, 195]",3
640,366,7ae04a43-5061-435c-86b5-24867e96f592.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/290/02_24_44_12.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2003/290/02_24_44_12.png,2003-10-17 19:06:09,7ae04a43-5061-435c-86b5-24867e96f592,"[8, 232, 14]",3
714,421,e9baae49-d99a-4413-94ca-181adac6c03d.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2445/02_31_43_21.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2445/02_31_43_21.png,2003-10-17 19:13:08,e9baae49-d99a-4413-94ca-181adac6c03d,[8],1
640,366,9ddda683-fc2a-4880-a0ac-3624718ba92c.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2004/043/02_49_39_05.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2004/043/02_49_39_05.png,2004-02-12 20:17:43,9ddda683-fc2a-4880-a0ac-3624718ba92c,[8],1
714,486,b1f1a0e3-f154-40bb-8aa6-3da516a6b474.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2004/124/03_22_46_19.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2004/124/03_22_46_19.png,2004-05-03 17:24:48,b1f1a0e3-f154-40bb-8aa6-3da516a6b474,"[8, 136, 191]",3
714,486,bbcc698e-3afa-4226-a36f-130734d43b4b.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2004/124/04_42_47_11.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/stills/2004/124/04_42_47_11.png,2004-05-03 18:45:29,bbcc698e-3afa-4226-a36f-130734d43b4b,"[8, 265, 74, 187]",4
720,368,6834adc0-0bd3-4e09-b479-3bbed607e285.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2550/05_06_19_27.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2550/05_06_19_27.png,2004-07-30 20:57:14,6834adc0-0bd3-4e09-b479-3bbed607e285,[8],1
640,366,f23b3ae2-b3cd-4afa-9e56-1e5ce276168a.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2004/218/04_10_45_24.png,https://fathomnet.org/static/m3/framegrabs/Ventana/stills/2004/218/04_10_45_24.png,2004-08-05 21:14:13,f23b3ae2-b3cd-4afa-9e56-1e5ce276168a,"[290, 8, 265, 141, 31]",5
720,368,3f22900e-a641-494b-805c-384ce520e0ef.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2591/00_08_42_13.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2591/00_08_42_13.png,2004-11-01 18:50:12,3f22900e-a641-494b-805c-384ce520e0ef,"[232, 8]",2
713,486,bc1e2a59-f567-4e2f-ad0c-84f8b383d106.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0797/06_11_56_21.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0797/06_11_56_21.png,2005-02-15 23:02:35,bc1e2a59-f567-4e2f-ad0c-84f8b383d106,"[8, 137]",2
713,486,d7fa1e82-826b-4932-9228-d37af59c6184.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0797/06_19_39_21.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0797/06_19_39_21.png,2005-02-15 23:10:18,d7fa1e82-826b-4932-9228-d37af59c6184,"[8, 74]",2
714,484,0cd80adb-2f02-42d5-b6e9-6f1de0035227.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0797/06_30_46_17.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0797/06_30_46_17.png,2005-02-15 23:21:25,0cd80adb-2f02-42d5-b6e9-6f1de0035227,"[8, 74]",2
713,486,c799b2fa-3e30-436e-bcb4-fee72f250992.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0797/07_00_06_22.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0797/07_00_06_22.png,2005-02-15 23:50:48,c799b2fa-3e30-436e-bcb4-fee72f250992,[8],1
720,368,a11f2038-0629-4e6f-905a-0eb715badd89.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2687/00_54_09_20.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2687/00_54_09_20.png,2005-07-13 17:00:00,a11f2038-0629-4e6f-905a-0eb715badd89,[8],1
710,482,a0c981ac-621c-4acd-a271-eca9cb6b83fb.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2722/02_00_20_14.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2722/02_00_20_14.png,2005-09-15 19:22:55,a0c981ac-621c-4acd-a271-eca9cb6b83fb,"[8, 141]",2
714,423,36be5161-998f-44d5-a052-209c0c52ad36.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2741/02_22_03_13.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2741/02_22_03_13.png,2005-10-20 18:47:42,36be5161-998f-44d5-a052-209c0c52ad36,"[8, 141]",2
714,423,264e0415-1eb9-4aad-847b-b87b6e5196e9.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2741/02_22_44_12.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2741/02_22_44_12.png,2005-10-20 18:48:24,264e0415-1eb9-4aad-847b-b87b6e5196e9,"[103, 8, 49, 187]",4
713,486,d6746203-d31a-446b-b80b-1b59a5f8cb06.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0918/01_33_50_29.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0918/01_33_50_29.png,2005-11-09 16:30:15,d6746203-d31a-446b-b80b-1b59a5f8cb06,[8],1
720,369,a7882b19-a87c-49ad-9208-b34af4cbc3a2.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0958/02_57_32_19.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0958/02_57_32_19.png,2006-03-26 20:04:39,a7882b19-a87c-49ad-9208-b34af4cbc3a2,[8],1
720,367,db5821da-e99e-4c03-bce0-38d9663fda69.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1001/07_45_55_25.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1001/07_45_55_25.png,2006-06-25 22:46:56,db5821da-e99e-4c03-bce0-38d9663fda69,"[8, 265]",2
720,368,f8343f41-fcf0-43c6-86b8-12d61d8004ba.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1029/00_30_21_11.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1029/00_30_21_11.png,2006-09-18 14:27:22,f8343f41-fcf0-43c6-86b8-12d61d8004ba,"[8, 191]",2
720,369,d8fb27a5-ad64-42d8-a4b3-7183185d88f5.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1032/01_23_40_28.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1032/01_23_40_28.png,2006-09-21 15:20:58,d8fb27a5-ad64-42d8-a4b3-7183185d88f5,"[8, 63]",2
720,368,8f117f93-450e-4d3e-a611-0f74c527a035.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1032/01_23_51_26.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1032/01_23_51_26.png,2006-09-21 15:21:10,8f117f93-450e-4d3e-a611-0f74c527a035,"[8, 63]",2
720,368,dd6e104b-e8f2-4460-b39f-433d68ba6d82.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1034/04_48_03_20.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1034/04_48_03_20.png,2006-09-22 21:49:04,dd6e104b-e8f2-4460-b39f-433d68ba6d82,"[8, 208]",2
713,424,732fcf21-f431-42e4-8cca-25881a0fe8f6.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2988/04_45_25_06.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2988/04_45_25_06.png,2007-03-22 21:42:29,732fcf21-f431-42e4-8cca-25881a0fe8f6,"[8, 232, 95]",3
720,368,3b6f01ae-5bde-434d-9b06-79b269421ed6.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1120/03_50_15_04.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1120/03_50_15_04.png,2007-08-17 17:50:34,3b6f01ae-5bde-434d-9b06-79b269421ed6,[8],1
720,368,dce21f7c-20e5-482b-bd90-c038f8464c03.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1120/03_50_18_21.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1120/03_50_18_21.png,2007-08-17 17:50:38,dce21f7c-20e5-482b-bd90-c038f8464c03,"[8, 26]",2
720,368,4a7f2199-772d-486d-b8e2-b651246316b5.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1120/03_50_23_24.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/1120/03_50_23_24.png,2007-08-17 17:50:44,4a7f2199-772d-486d-b8e2-b651246316b5,[8],1
720,368,3bddedf6-4ff8-4e81-876a-564d2b03b364.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3069/00_50_52_23.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3069/00_50_52_23.png,2007-08-28 17:54:14,3bddedf6-4ff8-4e81-876a-564d2b03b364,"[8, 49, 11, 232]",4
720,369,3f735021-f5de-4168-b139-74bf2859d12a.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3069/01_56_11_01.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3069/01_56_11_01.png,2007-08-28 19:00:00,3f735021-f5de-4168-b139-74bf2859d12a,"[8, 260]",2
720,369,130e185f-09c5-490c-8d08-641c4cbf6e54.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3069/02_26_35_22.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3069/02_26_35_22.png,2007-08-28 19:30:59,130e185f-09c5-490c-8d08-641c4cbf6e54,"[69, 8, 63]",3
720,368,2eb29244-2d98-42d8-a464-482b390513cc.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3164/03_07_47_21.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3164/03_07_47_21.png,2008-01-29 20:38:14,2eb29244-2d98-42d8-a464-482b390513cc,"[8, 49, 63]",3
720,369,77959db0-6a8c-475d-9380-60b649ce9359.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3164/04_01_33_15.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3164/04_01_33_15.png,2008-01-29 21:32:51,77959db0-6a8c-475d-9380-60b649ce9359,[8],1
1920,1079,07629244-7227-4b94-a58a-01fee7b1092a.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3200/03_07_55_27.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3200/03_07_55_27.png,2008-05-05 18:01:32,07629244-7227-4b94-a58a-01fee7b1092a,"[8, 7]",2
720,368,aeb5813f-fa20-4aa1-9eab-56c508b8f53e.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3370/02_23_37_15.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3370/02_23_37_15.png,2009-05-27 18:09:12,aeb5813f-fa20-4aa1-9eab-56c508b8f53e,[8],1
716,370,5de97080-3707-46ef-bbb5-f98c28cef699.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0042/01_02_12_20.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0042/01_02_12_20.png,2009-07-10 15:19:01,5de97080-3707-46ef-bbb5-f98c28cef699,"[8, 164, 95]",3
720,366,638707ed-8e75-425a-b7d4-d13be77706f9.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3423/02_55_53_09.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3423/02_55_53_09.png,2009-09-23 19:55:26,638707ed-8e75-425a-b7d4-d13be77706f9,[8],1
720,368,a2ab8ea3-3bf3-4624-8eb7-3a1d33096647.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3430/00_26_48_23.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3430/00_26_48_23.png,2009-10-09 18:01:47,a2ab8ea3-3bf3-4624-8eb7-3a1d33096647,"[8, 63]",2
720,366,e8b62033-c524-4c84-a6d1-1f4a2c2d1e5c.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3430/00_32_26_05.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3430/00_32_26_05.png,2009-10-09 18:07:23,e8b62033-c524-4c84-a6d1-1f4a2c2d1e5c,[8],1
720,368,bf866f65-40a1-4924-a94f-048472a0f9d6.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3430/01_26_06_09.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3430/01_26_06_09.png,2009-10-09 19:03:35,bf866f65-40a1-4924-a94f-048472a0f9d6,"[8, 113]",2
